PlotID,Trt,DW,CHL,LA,FW,N,P,K,Mg,Ca,S,Na,Fe,Mn,B,Cu,Zn
3475,LN,5.02,287.7,949.3,18.9,1.86,0.41,2.57,0.12,0.28,0.12,0.001,83,43,12,6,12
3477,LN,4.62,378.4,782.8,16.75,2.82,0.43,1.95,0.23,0.41,0.21,0.001,86,84,23,9,32
3479,LN,5.13,326.5,743.0,20.15,2.03,0.32,2.34,0.21,0.41,0.17,0.001,75,52,16,7,19
3481,LN,4.62,295.4,803.5,20.35,1.91,0.4,2.58,0.17,0.24,0.17,0.001,69,41,10,7,18
3483,LN,14.53,346.3,2294.8,58.5,1.86,0.33,2.17,0.18,0.33,0.13,0.001,80,36,11,6,14
3485,LN,8.62,258.3,1606.5,34.55000001,1.59,0.24,2.21,0.17,0.35,0.11,0.001,66,39,14,5,11
3487,LN,8.18,234.9,1586.9,36.75,1.68,0.34,2.65,0.12,0.23,0.14,0.001,64,23,10,5,13
3489,LN,5.59,233.8,1090.0,22.75,1.58,0.31,2.06,0.21,0.41,0.15,0.001,67,46,17,5,11
3491,LN,7.94,243.0,1266.9,31.95,1.84,0.43,2.63,0.19,0.29,0.15,0.001,78,40,10,8,16
3493,LN,8.31,285.4,1361.8,35.34999999,1.95,0.25,2.81,0.2,0.39,0.16,0.001,78,39,13,9,13
3495,LN,5.18,229.7,1050.0,18.75,1.85,0.38,2.59,0.11,0.26,0.12,0.001,69,34,21,6,17
3501,LN,7.72,220.7,1307.9,30.15,1.36,0.37,2.06,0.15,0.28,0.13,0.001,53,31,10,4,10
3503,LN,7.15,217.3,1143.3,24.85,1.36,0.29,1.96,0.09,0.23,0.11,0.001,54,33,12,5,11
3505,LN,5.36,228.4,814.8,22.4,1.86,0.31,2.58,0.09,0.3,0.12,0.002,64,51,19,6,21
3507,LN,5.53,257.0,939.1,22.15,1.46,0.53,2.3,0.14,0.34,0.11,0.001,46,42,7,4,15
3509,LN,3.56,117.2,838.4,15.7,1.19,0.25,2.5,0.08,0.33,0.1,0.002,67,28,10,3,11
3511,LN,5.78,204.5,1115.4,24.5,1.48,0.33,2.21,0.1,0.25,0.09,0.001,54,32,7,5,11
3513,LN,4.61,159.7,926.7,18.05,1.34,0.39,2.54,0.07,0.16,0.1,0.001,52,30,14,4,13
3515,LN,6.63,254.6,1014.0,23.45,1.55,0.28,1.91,0.09,0.19,0.13,0.001,51,33,7,3,12
3517,LN,6.47,245.1,1078.1,21.45,1.53,0.34,2.3,0.09,0.16,0.111,0.001,51,41,7,4,15
3519,LN,7.35,195.7,1230.9,29.25,1.98,0.34,2.65,0.11,0.32,0.23,0.003,51,39,15,3,15
3521,LN,5.12,237.9,986.4,19.7,1.65,0.37,2.08,0.11,0.19,0.13,0.002,61,29,10,5,11
3523,LN,7.66,215.1,1318.9,30.9,1.81,0.26,2.5,0.07,0.2,0.12,0.002,53,29,13,5,12
3525,LN,5.45,236.5,960.5,22.15,1.95,0.31,2.52,0.09,0.27,0.11,0.002,65,38,10,6,14
3527,LN,6.67,262.9,1200.7,26.85,1.91,0.31,2.42,0.09,0.32,0.16,0.003,63,42,14,5,15
3529,LN,8.12,337.1,1342.4,33.3,2.27,0.54,2.29,0.22,0.4,0.17,0.002,75,33,16,6,17
3531,LN,6.78,326.1,1115.6,25.4,1.97,0.35,1.75,0.14,0.44,0.16,0.003,73,44,22,9,14
3533,LN,7.26,232.5,1260.5,24.4,1.67,0.4,1.73,0.1,0.29,0.12,0.003,73,34,16,7,16
3535,LN,5.58,237.7,978.0,19.75,1.64,0.37,2.19,0.1,0.23,0.11,0.002,74,41,10,8,11
3537,LN,6.74,256.9,1134.9,22.8,2,0.31,2.02,0.11,0.25,0.14,0.003,64,39,9,6,13
3539,LN,8.41,290.0,1454.4,29.35,2.02,0.31,2.23,0.08,0.27,0.2,0.002,65,34,18,7,16
3541,LN,6.38,261.7,1107.1,24.85,2,0.3,2.43,0.21,0.38,0.15,0.001,65,46,13,5,15
3543,LN,4.78,157.5,1119.3,21.3,1.57,0.37,2.29,0.16,0.29,0.11,0.002,58,24,13,5,10
3545,LN,7.33,231.4,1167.6,29.1,2.11,0.28,2.01,0.21,0.35,0.13,0.001,58,34,25,7,13
3547,LN,7.01,209.3,1366.2,26.85,1.92,0.33,2.18,0.15,0.25,0.11,0.001,56,35,19,6,16
3549,LN,4.92,260.1,745.5,16.2,1.77,0.33,1.51,0.23,0.46,0.11,0.006,53,25,16,5,13
3551,LN,6.08,281.6,979.3,24.85,2,0.32,2.24,0.23,0.42,0.14,0.002,67,26,15,6,21
3553,LN,8.58,251.6,1552.4,35.85,1.92,0.35,2.27,0.09,0.23,0.12,0.004,70,25,11,7,11
3555,LN,6.71,227.5,1236.4,29.65,1.68,0.25,2.14,0.19,0.32,0.1,0.002,62,32,12,3,12
3557,LN,7.74,216.8,1405.9,34.65,1.65,0.26,2.53,0.13,0.24,0.11,0.001,73,23,9,5,10
3559,LN,6.81,229.2,1484.4,29.1,1.67,0.23,2.12,0.14,0.34,0.1,0.001,65,27,15,5,12
3561,LN,6.97,251.0,1217.4,27.45,1.76,0.32,2.17,0.17,0.3,0.13,0.001,65,31,11,5,14
3563,LN,5.94,242.9,1260.0,27.8,2.01,0.5,2.27,0.29,0.49,0.15,0.001,72,24,13,7,18
3565,LN,4.41,270.5,793.7,15.2,1.75,0.29,1.49,0.17,0.3,0.11,0.001,61,29,13,4,14
3567,LN,5.39,263.6,1290.9,27.75,2.25,0.39,3,0.18,0.28,0.16,0.001,78,35,17,7,21
3569,LN,6.92,308.7,1237.6,27.95,2.04,0.45,2.33,0.15,0.28,0.12,0.001,74,30,11,6,11
3571,LN,7.59,200.6,1437.2,33,1.5,0.25,2.46,0.16,0.28,0.09,0.001,53,31,11,4,11
3573,LN,5.75,234.4,1152.1,22.6,1.81,0.33,1.99,0.22,0.36,0.14,0.001,68,31,16,6,12
3575,LN,5.39,172.6,1180.4,24.8,1.76,0.37,2.07,0.17,0.33,0.1,0.001,62,36,11,5,17
3577,LN,4.24,294.3,649.7,16.85,1.92,0.3,1.77,0.2,0.53,0.16,0.001,64,49,17,5,14
3579,LN,6.82,208.6,1121.0,24.6,1.9,0.46,2.06,0.19,0.35,0.14,0.001,49,27,8,5,21
3581,LN,5.02,251.3,1077.8,24.8,1.94,0.49,2.7,0.21,0.37,0.11,0.001,59,20,11,5,14
3583,LN,6.74,206.8,1224.8,26.45,1.83,0.34,2.23,0.26,0.33,0.13,0.001,67,44,28,5,18
3585,LN,6.19,198.6,1223.3,25.15,1.75,0.29,1.99,0.11,0.2,0.13,0.001,67,23,12,5,10
3587,LN,3.79,365.6,602.4,13.2,2.08,0.35,1.76,0.3,0.4,0.13,0.001,67,45,13,7,20
3589,LN,7.17,248.4,1131.3,30.80000001,1.88,0.24,2.6,0.28,0.41,0.13,0.001,61,35,20,8,14
3591,LN,8.29,177.3,1609.2,34.10000001,1.67,0.28,2.36,0.17,0.32,0.12,0.001,71,31,17,5,13
3593,LN,7.82,214.5,1273.3,28.3,2.03,0.5,2.05,0.12,0.32,0.16,0.001,70,37,14,6,16
3595,LN,7.42,365.9,1452.6,28.3,2.79,0.28,2.54,0.14,0.29,0.18,0.003,104,43,27,12,24
4001,HN,9.41,335.6,1681.2,39.95000001,2.4,0.38,3,0.18,0.48,0.16,0.001,94,55,17,9,24
4003,HN,10.83,490.0,1697.0,39.65000001,2.53,0.3,2.3,0.15,0.45,0.15,0.001,95,62,16,7,26
4005,HN,12.62,326.3,1656.3,57.75,2,0.28,3.16,0.19,0.37,0.13,0.001,96,55,10,9,16
4007,HN,8.27,353.2,1492.8,42.45,2.18,0.32,3.02,0.21,0.39,0.13,0.001,86,79,10,6,18
4009,HN,11.49,406.1,1665.9,50.75000001,2.38,0.33,2.95,0.1,0.42,0.16,0.001,135,47,14,8,19
4011,HN,7.82,352.0,1495.2,38.75000001,2.32,0.38,2.63,0.29,0.51,0.14,0.002,97,42,15,8,28
4013,HN,7.19,368.2,1278.5,29.6,2.4,0.34,2.53,0.12,0.18,0.13,0.001,72,32,9,6,16
4015,HN,7.72,314.6,1336.4,32.4,2.2,0.3,2.96,0.17,0.62,0.13,0.001,82,43,15,7,15
4017,HN,5.59,412.5,956.3,21.5,2.55,0.32,1.86,0.22,0.42,0.18,0.002,99,39,14,13,21
4019,HN,10.68,314.8,1412.2,37.74999999,2.21,0.38,2.13,0.14,0.4,0.15,0.001,67,45,10,10,21
4021,HN,8.75,395.2,1513.1,38.7,2.52,0.31,2.93,0.16,0.33,0.15,0.006,104,71,20,10,32
4023,HN,10.7,359.0,1763.5,41.79999999,2.35,0.34,2.49,0.12,0.24,0.14,0.001,95,50,17,10,22
4025,HN,12.83,370.9,2055.9,62.04999999,2.16,0.42,2.57,0.2,0.42,0.2,0.001,91,57,11,7,26
4027,HN,8.18,462.9,1040.4,32.00000001,2.59,0.32,2.35,0.16,0.32,0.15,0.001,93,47,17,13,15
4029,HN,9.22,253.8,1674.3,36,1.79,0.21,2.03,0.15,0.32,0.11,0.002,66,50,17,6,13
4031,HN,6.26,363.0,1042.4,28.05,2.87,0.38,2.78,0.2,0.31,0.17,0.002,107,50,12,12,20
4033,HN,7.99,380.8,1304.4,33.69999999,2.74,0.39,2.4,0.12,0.33,0.17,0.001,97,60,11,17,17
4035,HN,9.59,399.3,1765.8,49.10000001,2.35,0.29,2.44,0.16,0.3,0.15,0.001,99,31,11,10,20
4037,HN,6.29,332.4,1194.9,32.25,2.53,0.3,3.05,0.26,0.5,0.15,0.001,114,65,15,12,16
4039,HN,8.36,452.9,1356.2,34.5,2.53,0.32,2.17,0.17,0.34,0.14,0.001,96,37,8,11,18
4041,HN,5.41,543.5,1006.1,24.8,3.13,0.41,2.79,0.17,0.37,0.17,0.002,129,37,12,9,21
4043,HN,,428.5,1518.0,33.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4045,HN,8.62,214.3,1815.5,40.8,2.05,0.29,2.71,0.18,0.38,0.14,0.001,107,45,20,7,14
4047,HN,6.57,349.2,1379.1,30.24999999,2.55,0.33,2.6,0.13,0.28,0.17,0.001,121,44,15,9,18
4049,HN,9.41,351.2,1571.5,44.45000001,2.02,0.33,2.39,0.23,0.48,0.14,0.001,84,97,17,7,18
4051,HN,10.26,348.7,1747.5,44.49999999,2.06,0.31,2.09,0.32,0.5,0.14,0.001,76,55,17,11,19
4053,HN,13.02,367.9,1922.2,49.65,2.02,0.26,2.32,0.21,0.53,0.12,0.001,75,48,19,7,18
4055,HN,7.61,571.7,1247.2,28.6,3.14,0.33,2.04,0.16,0.45,0.19,0.001,119,51,16,13,32
4057,HN,9.92,336.0,1694.4,43.65,2.13,0.23,1.72,0.26,0.41,0.14,0.001,81,46,14,6,14
4059,HN,9.25,398.5,1629.5,43.14999999,2.63,0.31,2.69,0.37,0.58,0.18,0.001,119,129,17,9,26
4061,HN,8.74,404.6,1378.0,39.9,2.73,0.33,2.77,0.21,0.37,0.18,0.001,100,48,21,12,30
4063,HN,13.74,372.3,2368.9,60.95000001,2.4,0.3,2.75,0.24,0.45,0.15,0.001,83,61,14,7,18
4065,HN,6.73,326.5,1232.6,31.05,2.58,0.27,2.5,0.22,0.44,0.14,0.001,92,53,12,8,22
4067,HN,11.27,508.8,1729.3,40.70000001,3.25,0.33,2.06,0.13,0.38,0.18,0.001,104,80,23,9,37
4069,HN,9.62,347.1,1765.4,41.90000001,2.6,0.32,2.41,0.15,0.46,0.15,0.001,88,57,15,7,20
4071,HN,7.06,371.9,1255.8,36.65000001,2.46,0.27,3.33,0.2,0.53,0.16,0.002,139,59,11,10,24
4073,HN,6.58,428.6,1119.5,32.00000001,2.24,0.22,3.64,0.16,0.34,0.14,0.001,131,63,8,8,16
4075,HN,6.42,484.1,1041.9,30.99999999,2.69,0.28,2.34,0.33,0.89,0.19,0.002,159,116,9,10,56
4077,HN,7.82,453.8,972.4,29.65,2.97,0.35,2.49,0.19,0.64,0.19,0.002,117,70,22,11,25
4079,HN,10.65,416.4,1723.6,51.6,2.83,0.28,2.66,0.29,0.52,0.17,0.002,95,95,18,11,34
4081,HN,9.43,412.8,1564.2,37.70000001,2.29,0.31,2.46,0.18,0.33,0.14,0.001,87,36,7,7,19
4083,HN,9.08,447.2,1590.9,44.45000001,2.25,0.21,3.58,0.16,0.36,0.12,0.001,79,31,7,11,13
4085,HN,9.79,446.8,1679.5,48.69999999,1.63,0.2,2.64,0.15,0.34,0.09,0.001,72,52,9,5,16
4087,HN,6.29,422.2,1204.9,31.40000001,2,0.19,2.33,0.17,0.5,0.13,0.001,77,42,7,9,14
4089,HN,8.69,361.2,1606.2,40.44999999,1.55,0.16,2.63,0.13,0.23,0.09,0.001,54,39,5,4,10
4091,HN,9.75,398.2,1649.6,57.84999999,3.01,0.36,3.06,0.25,0.73,0.19,0.004,119,36,10,9,31
4093,HN,9.4,465.4,1796.2,50.7,2.33,0.29,2.1,0.17,0.28,0.13,0.001,74,64,11,7,29
4095,HN,7.24,404.2,1254.5,31.29999999,1.89,0.23,2.95,0.17,0.37,0.11,0.001,96,32,8,6,13
4097,HN,8.83,NA,NA,NA,2.84,0.31,2.91,0.27,0.5,0.17,0.001,98,62,12,11,27
4101,HN,8.88,332.5,1359.0,36.20000001,1.88,0.31,2.65,0.15,0.34,0.14,0.001,94,28,16,9,20
4103,HN,10.65,392.3,1625.9,44.90000001,2.49,0.35,2.84,0.13,0.35,0.14,0.001,117,61,13,8,17
4105,HN,4.36,439.0,776.0,18.6,3.21,0.54,2.72,0.19,0.53,0.18,0.003,117,85,20,17,32
4107,HN,7.62,294.2,1552.0,33.05000001,2.66,0.3,2.41,0.17,0.48,0.18,0.002,119,69,17,12,23
4109,HN,8.32,284.3,1313.8,30.24999999,2,0.38,2.31,0.13,0.34,0.14,0.001,89,70,26,9,17
4111,HN,10.57,397.9,1763.5,47.85,2.37,0.4,3.68,0.18,0.33,0.15,0.001,93,42,10,10,16
4113,HN,9.53,404.4,1305.1,37.65,3.02,0.48,2.86,0.1,0.28,0.18,0.001,157,55,18,14,18
4115,HN,8.94,306.7,1492.8,37.25000001,2.65,0.41,2.78,0.13,0.23,0.15,0.001,110,41,14,9,17
4117,HN,5.82,380.4,809.9,26.1,2.01,0.28,1.95,0.14,0.52,0.13,0.001,90,67,13,9,14
4119,HN,6.74,321.2,1384.2,38.60000001,2.54,0.3,3.17,0.16,0.34,0.16,0.001,121,31,12,10,18
4121,HN,8.5,332.0,1470.6,34.59999999,2.71,0.35,2.49,0.21,0.49,0.18,0.001,92,69,16,10,24
4123,HN,10.29,437.6,1728.5,36.75,2.57,0.31,2.16,0.16,0.42,0.15,0.001,95,56,20,9,31
4125,HN,7.96,435.5,1145.0,34.85000001,2.91,0.38,2.49,0.28,0.37,0.2,0.001,107,72,8,12,27
4127,HN,6.17,303.3,1418.6,29.45,2.49,0.33,2.63,0.19,0.42,0.15,0.001,102,49,12,11,28
4129,HN,7.39,412.6,1265.6,32.4,2.98,0.34,2.01,0.32,0.58,0.18,0.001,100,44,16,9,22
4131,HN,9.75,559.5,1542.9,39.24999999,3.04,0.41,2.29,0.18,0.4,0.18,0.001,115,67,18,13,30
4133,HN,9.51,360.2,1652.5,36.75,2.65,0.46,2.02,0.21,0.6,0.15,0.001,108,82,16,11,21
4135,HN,9.33,391.1,1509.7,41.79999999,2.6,0.35,2.45,0.21,0.39,0.16,0.001,110,64,15,11,23
4137,HN,6.26,454.3,1184.9,28.8,2.84,0.32,2.23,0.23,0.65,0.15,0.001,116,69,13,12,17
4139,HN,7.99,459.4,1154.1,40.25000001,2.78,0.34,3.82,0.24,0.54,0.19,0.002,117,66,20,14,22
4141,HN,7.97,470.9,1290.7,38.25,2.58,0.28,2.3,0.23,0.68,0.19,0.002,112,71,15,11,25
4143,HN,8.88,397.4,1477.8,39.75,2.52,0.34,3.2,0.18,0.46,0.14,0.002,89,61,12,9,21
4145,HN,7.69,308.0,1556.1,32.49999999,2.47,0.31,2.52,0.18,0.42,0.15,0.001,94,70,27,11,26
4147,HN,8.05,291.1,1257.9,31.40000001,2.27,0.39,2.18,0.19,0.31,0.13,0.002,83,32,17,7,18
4149,HN,4.31,343.3,758.7,18,3.17,0.41,1.96,0.18,0.45,0.18,0.001,135,97,14,11,24
4151,HN,10.45,391.8,1540.9,42.3,2.25,0.24,2.15,0.14,0.37,0.16,0.001,84,63,10,9,21
4153,HN,8.55,347.5,1429.4,34.5,2.3,0.3,2.2,0.29,0.58,0.15,0.001,92,70,29,11,17
4155,HN,11.96,339.1,1960.6,57.95000001,2.37,0.27,2.77,0.26,0.61,0.14,0.001,94,75,14,10,27
4157,HN,7.47,441.4,1384.9,28,2.64,0.29,2.25,0.15,0.4,0.16,0.001,98,68,18,8,26
4159,HN,7.86,367.6,1382.1,35.25,2.18,0.26,2.31,0.22,0.51,0.14,0.001,87,48,13,8,15
4161,HN,12.81,524.1,1775.6,52.29999999,2.78,0.31,2.39,0.2,0.4,0.17,0.001,109,64,15,9,16
4163,HN,6.94,386.7,1216.4,26.55,2.87,0.36,1.96,0.27,0.46,0.18,0.001,140,52,26,13,24
4165,HN,9.12,401.7,1591.7,41.64999999,3.09,0.4,2.85,0.26,0.52,0.21,0.001,134,98,12,13,20
4167,HN,7.82,355.7,1530.6,32.94999999,2.55,0.34,2.6,0.12,0.3,0.18,0.002,111,55,18,10,21
4169,HN,11.71,374.7,1635.2,48.54999999,2.98,0.4,2.93,0.18,0.57,0.21,0.002,133,93,15,10,36
4171,HN,9.59,357.0,1668.0,46.40000001,2.29,0.27,3.08,0.12,0.3,0.15,0.001,110,46,11,8,16
4173,HN,6.99,496.3,1162.7,31.55000001,2.82,0.27,2.42,0.21,0.57,0.2,0.001,124,56,8,9,16
4175,HN,12.05,386.9,1848.7,49.55000001,2.31,0.25,2.51,0.14,0.5,0.15,0.003,114,37,15,12,16
4177,HN,7.46,357.3,1223.4,35.15000001,2.37,0.35,2.89,0.24,0.68,0.14,0.002,110,89,10,9,20
4179,HN,7.05,440.6,1141.2,32.64999999,3.04,0.32,2.77,0.21,0.73,0.21,0.002,124,128,16,14,27
4181,HN,4.38,352.7,886.7,18.75,2.31,0.23,2.67,0.13,0.39,0.13,0.002,114,47,28,8,14
4183,HN,8.05,391.6,1442.8,40.70000001,2.31,0.21,2.76,0.21,0.55,0.15,0.001,89,80,6,7,17
4185,HN,7.95,383.0,1538.0,38.90000001,2.93,0.33,2.25,0.27,0.76,0.16,0.002,106,68,11,8,24
4187,HN,6.83,359.9,1427.8,42.39999999,2.51,0.44,2.67,0.19,0.51,0.14,0.006,106,82,10,10,19
4189,HN,7.33,391.5,1150.8,27.65,2.75,0.36,2.96,0.17,0.43,0.16,0.001,111,58,12,12,21
4191,HN,9.95,411.4,1782.1,47.90000001,2.18,0.22,2.41,0.2,0.61,0.15,0.004,117,88,11,10,23
4193,HN,9.91,429.3,1667.7,49.14999999,2.99,0.4,2.91,0.28,0.67,0.2,0.002,123,112,17,14,23
4195,HN,10.48,439.5,1718.3,50.34999999,2.51,0.26,2.6,0.16,0.53,0.17,0.001,122,70,11,15,25
4201,HN,11.05,399.3,1781.2,51.3,2.36,0.41,3.95,0.12,0.31,0.18,0.001,100,41,24,8,18
4203,HN,8.29,391.5,1458.9,33.15,2.55,0.33,2.38,0.2,0.63,0.16,0.001,85,82,17,9,27
4205,HN,5.23,449.6,884.6,19.7,2.82,0.37,2.11,0.2,0.55,0.18,0.002,96,87,20,11,45
4207,HN,9.26,440.4,1563.6,42.6,2.81,0.41,2.9,0.1,0.35,0.18,0.001,107,56,8,8,20
4209,HN,10.44,374.4,1763.0,41.34999999,2.04,0.25,2.52,0.12,0.44,0.14,0.001,88,63,13,7,21
4211,HN,11.22,366.8,1742.2,51,1.82,0.28,2.15,0.14,0.35,0.18,0.001,95,47,11,10,15
4213,HN,4.82,356.0,861.8,24.85,1.49,0.21,2.26,0.14,0.3,0.12,0.001,74,38,9,5,19
4215,HN,6.47,283.8,1224.5,29.3,1.48,0.23,3,0.16,0.3,0.1,0.001,53,44,6,4,15
4217,HN,5.97,419.7,922.7,22.1,2.56,0.43,2.43,0.2,0.5,0.2,0.001,89,181,14,9,42
4219,HN,9.69,326.1,1487.2,38.90000001,2.76,0.44,2.44,0.24,0.53,0.16,0.001,94,44,13,12,26
4221,HN,6.95,519.9,889.3,30.95000001,2.42,0.33,2.35,0.15,0.41,0.17,0.001,115,67,10,9,16
4223,HN,5.98,460.9,754.4,25.05,2.57,0.43,2.33,0.12,0.24,0.16,0.001,81,50,7,10,21
4225,HN,6.52,445.7,1143.8,25.95,2.44,0.32,2.48,0.14,0.26,0.17,0.001,105,50,11,12,21
4227,HN,6.74,536.8,1094.7,28.55,3.28,0.45,2.55,0.19,0.41,0.18,0.001,111,72,29,14,32
4229,HN,7.63,368.9,1401.6,36.50000001,2.41,0.26,2.13,0.15,0.35,0.14,0.002,86,73,11,11,22
4231,HN,11.52,512.9,1750.1,43.05,2.08,0.28,2.14,0.14,0.27,0.12,0.001,66,67,9,6,24
4233,HN,7.69,346.6,1341.0,32.79999999,1.91,0.26,2.42,0.17,0.19,0.1,0.001,56,34,5,7,13
4235,HN,6.53,386.9,1260.2,28.05,2.88,0.33,2.32,0.15,0.48,0.16,0.001,109,39,23,12,18
4237,HN,11.59,513.8,1777.6,48.9,2.17,0.22,2.2,0.13,0.27,0.12,0.003,96,43,11,10,19
4239,HN,6.65,404.5,1310.1,33.50000001,2.32,0.25,2.12,0.18,0.47,0.14,0.001,96,69,7,10,25
4241,HN,6.51,406.5,1110.8,32.7,2.6,0.48,3.11,0.16,0.48,0.15,0.007,94,34,11,10,18
4243,HN,6.89,558.3,1018.4,26.25,2.96,0.32,2.23,0.22,0.56,0.17,0.001,102,74,17,12,21
4245,HN,3.97,315.0,718.1,15.25,2.1,0.41,2.55,0.1,0.3,0.14,0.001,71,60,20,8,34
4247,HN,7.74,379.5,1600.1,34.89999999,1.69,0.21,2.62,0.11,0.23,0.09,0.001,61,46,9,6,12
4249,HN,10.28,454.0,1766.2,39.20000001,2.24,0.29,2.3,0.18,0.32,0.13,0.001,77,78,9,7,21
4251,HN,9.69,333.9,1925.4,49.85000001,2.95,0.29,2.47,0.3,0.62,0.14,0.002,94,88,15,8,13
4253,HN,12.52,376.3,1915.7,57.09999999,3.04,0.47,2.4,0.21,0.4,0.18,0.001,144,66,15,12,19
4255,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4257,HN,10.64,556.7,1503.4,37.85000001,3.93,0.36,2.13,0.19,0.6,0.26,0.001,133,174,16,14,32
4259,HN,10.09,399.2,1582.2,43.25000001,3.03,0.38,2.34,0.12,0.58,0.2,0.002,170,88,21,12,20
4261,HN,10.89,480.2,1754.6,51.99999999,3.38,0.32,2.43,0.26,0.46,0.18,0.001,96,153,15,10,24
4263,HN,6.73,514.0,1169.4,26.85,3.54,0.37,2.14,0.18,0.59,0.22,0.001,119,68,22,13,18
4265,HN,10.44,434.5,1869.5,44.55,3.05,0.31,2.61,0.19,0.48,0.18,0.001,105,72,17,9,28
4267,HN,8.87,372.5,1879.2,39.75,2.86,0.38,2.61,0.18,0.43,0.17,0.002,113,72,17,7,23
4269,HN,10.54,446.9,1542.2,42.39999999,2.7,0.28,2.6,0.21,0.47,0.17,0.001,94,66,14,7,22
4271,HN,5.36,405.6,901.5,26.05,2.73,0.33,2.22,0.28,0.6,0.16,0.002,103,96,18,10,20
4273,HN,7.59,364.6,1546.9,36.99999999,2.24,0.18,2.39,0.19,0.48,0.17,0.001,87,39,9,5,13
4275,HN,7.05,351.6,1249.7,36.45,2.72,0.25,2.25,0.18,0.56,0.16,0.001,129,53,16,10,22
4277,HN,8.05,393.2,1460.1,39.20000001,2.56,0.25,3.44,0.28,0.51,0.15,0.002,148,57,12,12,20
4279,HN,11.25,332.4,1983.8,55.40000001,2.48,0.36,2.67,0.25,0.52,0.17,0.002,110,57,13,13,18
4281,HN,9.91,422.4,1593.8,46.40000001,2.55,0.28,3,0.12,0.46,0.15,0.001,89,63,8,9,19
4283,HN,8.08,466.5,1334.3,35.64999999,3.03,0.31,1.94,0.16,0.51,0.16,0.001,110,77,14,13,18
4285,HN,8.69,340.6,1616.9,39,2.23,0.23,2.52,0.17,0.32,0.13,0.001,89,40,10,9,15
4287,HN,6.46,308.1,1409.9,29.85,2.65,0.29,2.37,0.19,0.39,0.15,0.002,121,99,9,13,19
4289,HN,7.53,417.5,1279.3,38.25,3.09,0.25,2.03,0.32,0.9,0.19,0.001,126,52,12,16,15
4291,HN,8.97,411.0,1414.8,40.55000001,3.03,0.44,2.23,0.13,0.39,0.16,0.004,124,64,15,15,24
4293,HN,8.63,417.3,1348.9,45.99999999,2.64,0.32,2.55,0.2,0.5,0.14,0.002,94,75,14,10,18
4295,HN,8.2,430.2,1298.4,37.2,3,0.28,2.8,0.24,0.61,0.18,0.001,98,59,8,12,31
4301,HN,3.71,408.6,585.9,12.6,2.89,0.37,2.12,0.18,0.5,0.2,0.001,93,46,32,11,33
4303,HN,4.16,430.7,739.8,17.45,3.11,0.41,2.23,0.12,0.25,0.17,0.001,110,16,17,11,19
4305,HN,5.48,391.8,983.6,20.55,2.77,0.38,2.27,0.18,0.28,0.14,0.001,83,51,25,8,25
4307,HN,8.01,337.3,1700.5,38.90000001,2.92,0.35,2.84,0.18,0.37,0.16,0.002,114,61,17,11,19
4309,HN,7.5,476.7,1190.0,30.39999999,3.28,0.36,2.68,0.1,0.4,0.18,0.002,131,64,28,14,22
4311,HN,6.47,406.0,985.3,25.6,2.63,0.3,2.57,0.15,0.36,0.15,0.001,81,50,22,9,32
4313,HN,5.69,449.6,1002.6,20.7,2.59,0.38,2.06,0.23,0.34,0.17,0.001,82,63,20,11,32
4315,HN,9.13,391.0,1945.0,45.54999999,3.05,0.28,2.94,0.15,0.41,0.14,0.001,99,58,10,9,19
4317,HN,8.75,364.9,1583.3,35.1,2.75,0.24,1.89,0.2,0.42,0.13,0.001,88,76,13,8,27
4319,HN,5.44,519.6,811.6,20.45,2.68,0.36,1.6,0.21,0.6,0.17,0.001,93,88,27,11,22
4321,HN,4.54,452.8,705.5,16.2,3.52,0.37,1.6,0.24,0.56,0.16,0.003,86,70,30,11,22
4323,HN,4.78,483.5,812.2,16.35,2.62,0.33,1.53,0.25,0.53,0.2,0.001,106,38,43,14,29
4325,HN,2.88,341.0,541.0,11.85,3.15,0.37,2.1,0.18,0.28,0.15,0.001,82,53,27,10,26
4327,HN,5.31,544.4,844.2,22.4,3.14,0.43,2.35,0.22,0.52,0.19,0.001,100,80,19,19,37
4329,HN,7.57,385.0,1160.9,27.05,2.4,0.32,1.91,0.15,0.41,0.15,0.001,86,44,27,10,18
4331,HN,4.55,420.0,830.1,16.4,3.08,0.35,1.47,0.16,0.37,0.21,0.001,109,38,17,14,15
4333,HN,7.95,449.9,1369.2,31.25000001,2.45,0.32,2.32,0.26,0.42,0.17,0.001,86,48,10,9,23
4335,HN,4.42,415.4,933.6,21.5,3.63,0.36,2.43,0.19,0.33,0.16,0.001,118,41,9,10,14
4337,HN,12.11,589.1,1944.9,51.75,3.07,0.29,2.21,0.22,0.48,0.16,0.002,110,69,9,12,24
4339,HN,7.37,467.3,1176.3,35.4,2.87,0.29,2.55,0.26,0.43,0.16,0.003,143,85,14,12,17
4341,HN,8.41,387.5,1412.9,39.6,2.66,0.3,3,0.13,0.4,0.16,0.002,124,52,21,10,18
4343,HN,8.36,457.0,1343.1,37.8,3.01,0.33,2.87,0.22,0.47,0.21,0.003,128,60,22,18,24
4345,HN,6.22,421.4,1190.4,25.5,2.72,0.4,2.37,0.16,0.26,0.15,0.001,117,72,18,9,27
